hadithnumber,text,book,hadith,arabicnumber
1435,,5,268,633.02
1436,,5,269,634.01
1437,,5,270,634.02
1438,,5,271,635.01
1439,,5,272,635.02
1440,,5,273,636
1441,,5,274,637.01
1442,,5,275,637.02
1443,"D'après 'Aïcha, la femme du Prophète (raa) a dit : Une nuit, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) retarda l'accomplissement de la prière de 'ichâ' (du soir) jusqu'au premier tiers de la nuit. Quand 'Omar Ibn Al-Khattâb lui eut dit que les femmes et les enfants s'étaient endormis, le Prophète (paix et bénédiction de Dieu sur lui) sortit et dit aux gens réunis à la mosquée (à son attente) : ""Personne au monde, autre que vous, n'attend la prière ainsi"". C'était avant que l'Islam ne fût répandu parmi les gens",5,276,638.01
1444,,5,277,638.02
1445,,5,278,638.03
1446,"Abdoullâh Ibn 'Omar (رضي الله عنهما) a dit : Une nuit, nous nous mettions à l'attente de l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) pour nous présider dans la prière de 'ichâ' (du soir). Il ne sortit qu'après l'écoulement du premier tiers de la nuit ou plus tard encore; nous ne sûmes pas ce qui l'avait retenu, est-ce qu'une affaire concernant sa famille ou autres. Ayant sorti de chez lui, il nous dit : ""Vous attendez la prière; et ce ne se fait jamais par ceux qui professent d'autres religions que vous. Si je ne craignais d'imposer une lourde tâche à ma Communauté, je lui ordonnerais de faire la prière du soir à cette heure"". Puis, il donna l'ordre au muezzin d'appeler à la prière dans laquelle il nous présida",5,279,639.01
1447,,5,280,639.02
1448,"Le récit de Anas (que Dieu l'agrée), transmis par Thâbit, on demanda à Anas comment fut la bague du Prophète (paix et bénédiction de Dieu sur lui). Celui-ci répondit : Le Prophète (paix et bénédiction de Dieu sur lui) retarda une nuit l'accomplissement de la prière de 'ichâ' (du soir) jusqu'à la moitié de la nuit ou presque. Lorsqu'il entra dans la mosquée, il s'adressa aux fidèles qui étaient restés à son attente : ""Il y a des gens qui, s'étant acquitté de la prière, se sont déjà couchés. Quant à vous, vous étiez en prière pendant tout le temps que vous avez attendu son accomplissement en commun"". Anas ajoute : ""Il me semble encore voir briller sa bague d'argent; alors qu'il haussa son auriculaire gauche",5,281,640.01
1449,,5,282,640.02
1450,,5,283,640.03
1451,"Abou Moûsa (que Dieu l'agrée) a dit : Mes compagnons qui s'étaient embarqués avec moi, nous étions campés à Buthân alors que le Prophète était à Médine. Chaque nuit, à tour de rôle, un groupe parmi eux allait pour faire la prière de 'ichâ' (du soir) avec le Prophète (paix et bénédiction de Dieu sur lui). Quand notre tour arriva, mes compagnons et moi, nous nous rendîmes chez le Prophète (paix et bénédiction de Dieu sur lui) qui étant préoccupé par certaines affaires, retarda la prière de 'ichâ' jusqu'à la tombée de la nuit noire, et même jusqu'à minuit. Puis, il sortit et les présida dans la prière. Une fois celle-ci terminée, il s'adressa aux assistants en disant : ""Ne vous pressez pas; écoutez ces enseignements et réjouissez-vous que par une grâce divine exclusive, personne au monde, en dehors de vous, ne fait de prière à cette heure"", ou ""personne, en dehors de vous, n'a fait la prière à cette heure"". Nous ignorons au juste de laquelle de ces deux expressions il s'est servi. Alors, ajoute Abou Moûsa, nous retournâmes enchantés de ce que nous venions d'entendre de la bouche de l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui)",5,284,641
1452,"Ibn 'Abbâs (رضي الله عنهما) a dit : Une nuit, le Prophète de Dieu (paix et bénédiction de Dieu sur lui) retarda l'accomplissement de la prière de 'ichâ' (du soir) jusqu'à la tombée de la nuit noire à tel point que les fidèles s'endormirent, se réveillèrent, puis se rendormirent et se réveillèrent de nouveau. Alors, 'Omar Ibn Al-Khattâb alla trouver le Prophète (paix et bénédiction de Dieu sur lui) et lui dit : ""La prière?"". 'Atâ' (l'un des transmetteurs du hadith) ajoute qu' Ibn 'Abbâs poursuivit en ces termes : ""Le Prophète (paix et bénédiction de Dieu sur lui) sortit alors et il me semble encore le voir alors que l'eau ruisselait de sa tête sur laquelle il avait posé la main. Il dit : Si je ne craignais d'imposer une lourde tâche à ma Communauté, je lui aurai ordonné de faire cette prière à ce temps"". Je demandai à 'Atâ' de préciser de quelle façon le Prophète (paix et bénédiction de Dieu sur lui) avait la main posée sur sa tête d'après l'indication d' Ibn 'Abbâs. 'Atâ' écarta alors ses doigts légèrement les uns des autres, puis plaçant les bouts de ces derniers sur le côté de sa tête, et simula la façon avec laquelle le Prophète faisait suer ses cheveux en passant sa main sur sa tête jusqu'à ce que son pouce touchât l'extrémité de l'oreille qui suit immédiatement le visage, puis la tempe à l'endroit de la naissance de la barbe; il faisait ceci ni vite, ni lentement. Recommandation de faire la prière de fajr de bonne heure et mérite du Coran que l'on y récite",5,285,642
1453,,5,286,643.01
1454,,5,287,643.02
1455,,5,288,644.01
1456,,5,289,644.02
1457,"Aïcha (raa) a dit : ""Les femmes croyantes assistaient à la prière de subh (du matin) présidée par l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui); elles retournaient ensuite chez elles, tout en étant complètement recouvertes de leurs vêtements faits de soie ou de laine; et sans que personne ne put les reconnaître",5,290,645.01
1458,,5,291,645.02
1459,,5,292,645.03
1460,"Récit de Jâbir Ibn 'Abdillâh (رضي الله عنهما) transmis par Muhammad Ibn 'Amr Ibn Al-Hasan Ibn 'Ali qui a dit : Al-Hajjâj étant venu à Médine, nous interrogeâmes Jâbir Ibn 'Abdillâh (sur les horaires de la prière). Celui-ci répondit : ""Le Prophète (paix et bénédiction de Dieu sur lui) faisait la prière de zhuhr (de midi) au moment de la plus forte chaleur vers le milieu de la journée; celle de 'asr (de l'après-midi) quand le soleil était encore vivant; celle de maghrib (du coucher du soleil) quand il avait disparu à l'horizon. Quant à celle de 'ichâ' (du soir), tantôt il l'avançait et tantôt il le retardait : il l'avançait; s'il voyait les fidèles tous réunis; et il la retardait, quand ils tardaient à venir. Quant à celle de subh (du matin), les fidèles -ou le Prophète (paix et bénédiction de Dieu sur lui)- la faisaient dans le clair-obscur vers la fin de la nuit",5,293,646.01
1461,,5,294,646.02
1462,"Le récit de Abou Barza (que Dieu l'agrée) : Sayâr Ibn Salâma dit : J'ai entendu mon père interroger Abou Barza au sujet de la prière de l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui). Il répondit alors : ""Quant à la prière de 'ichâ' (du soir), il ne se gênait pas de la retarder un peu jusqu'au minuit; il n'aimait pas dormir avant son heure, ni causer après son accomplissement"". Plus tard, -ajoute Chu'ba le transmetteur- je l'ai rencontré et lui ai posé de nouveau la question, Abou Barza a dit alors : ""Et il faisait la prière de zhuhr (de midi), après que le soleil eut passé dans sa course par le méridien; et faisait celle de 'asr (de l'après-midi) alors que le soleil restait bien vivant à tel point qu'un homme aurait le temps d'aller au bout de Médine et d'en revenir"". - ""Quant à celle de maghrib (du coucher du soleil), j'ai oublié, dit le transmetteur, le temps qu'il m'a spécifié pour l'accomplir. Mais, quand j'ai fait plus tard sa rencontre, je lui ai posé encore la question. Abou Barza ajouta alors : ""Le Prophète faisait la prière de subh (du matin) au moment où l'homme, en s'apprêtant de partir, pourra reconnaître celui qui était à ses côtés (pendant la prière communautaire); et récitait au cours de cette prière de soixante à cent versets du Coran"". Mérite de la prière en commun et insistance à ne pas la manquer",5,295,647.01
1463,,5,296,647.02
1464,,5,297,647.03
1465,,5,298,648.01
1466,,5,299,648.02
1467,,5,300,648.03
1468,,5,301,648.04
1469,,5,302,648.05
1470,,5,303,648.06
1471,,5,304,648.07
1472,,5,305,649.01
1473,,5,306,649.02
1474,,5,307,649.03
1475,,5,308,649.04
1476,,5,309,649.05
1477,"D'après Ibn 'Omar (رضي الله عنهما) : L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""La prière en commun surpasse de vingt-sept degrés celle faite par l'homme en solitaire",5,310,650.01
1478,,5,311,650.02
1479,,5,312,650.03
1480,,5,313,650.04
1481,,5,314,651.01
1482,"D'après Abou Hourayra (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui), ayant remarqué l'absence d'un nombre de fidèles au cours de certaines prières communautaires, dit : Je fus sur le point de désigner un homme pour présider la prière (à ma place) pour aller trouver à l'improviste ceux qui manquaient à la prière. J'aurais alors donné l'ordre de les brûler en mettant le feu à leurs habitations à l'aide de bûches attisées. Si l'un de ces gens-là savait qu'il y trouverait quelques os gras, il n'aurait jamais manqué à la prière de 'ichâ' (du soir). Une prière supplémentaire peut être faite en commun. Prière sur une natte ou autre chose pure",5,315,651.02
1483,,5,316,651.03
1484,,5,317,651.04
1485,,5,318,652
1486,,5,319,653
1487,,5,320,654.01
1488,,5,321,654.02
1489,,5,322,655.01
1490,,5,323,655.02
1491,,5,324,656.01
1492,,5,325,656.02
1493,,5,326,657.01
1494,,5,327,657.02
1495,,5,328,657.03
1496,,5,329,33.03
1497,,5,330,33.04
1498,,5,331,33.05
1499,,5,332,658
1500,,5,333,659
1501,,5,334,660.01
1502,,5,335,660.02
1503,,5,336,660.03
1504,,5,337,513.02
1505,,5,338,661
1506,,5,339,649.06
1507,,5,340,649.07
1508,,5,341,649.08
1509,,5,342,649.09
1510,,5,343,649.10
1511,,5,344,649.11
1512,,5,345,649.12
1513,"D'après Abou Moûsa (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""Ceux qui auront la plus grande récompense de leur prière, sont ceux, habitant loin de la mosquée, font une longue marche pour s'y rendre. De même, celui qui reste en attente pour accomplir la prière avec l'imam, obtiendra plus de récompense que celui qui se contente de la faire en solitaire puis se coucher"". La marche vers la mosquée efface les péchés et augmente les bonnes œuvres",5,346,662
1514,,5,347,663.01
1515,,5,348,663.02
1516,,5,349,663.03
1517,,5,350,663.04
1518,,5,351,664
1519,,5,352,665.01
1520,,5,353,665.02
1521,,5,354,666
1522,"Abou Hourayra (que Dieu l'agrée) transmet qu'il a entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire : ""Supposez qu'une rivière coule devant la porte de l'un de vous et qu'il en puise pour se laver cinq fois par jour. Pensez-vous qu'il lui restera la moindre crasse?"". - ""Non assurément"", répondirent-ils. - ""Eh bien! ajouta-t-il, il en est de même des cinq prières, c'est grâce à elles que Dieu efface les péchés",5,355,667
1523,,5,356,668
1524,,5,357,669
1525,,5,358,670.01
1526,,5,359,670.02
1527,,5,360,670.03
1528,,5,361,671
1529,,5,362,672.01
1530,,5,363,672.02
1531,,5,364,672.03
1532,,5,365,673.01
1533,,5,366,673.02
1534,,5,367,673.03
1535,"Mâlik Ibn Al-Huwayrith (que Dieu l'agrée) a dit : Alors que nous formions un groupe de jeunes de même âge, nous vînmes trouver le Prophète (paix et bénédiction de Dieu sur lui) et nous séjournâmes auprès de lui pendant une vingtaine de jours. Le Prophète (paix et bénédiction de Dieu sur lui) était compatissant et aimable, estimant que nous avions le désir de retourner auprès des nôtres, il nous demanda des informations sur nos parents que nous avions quittés. Quand nous l'informâmes, il dit : ""Retournez à vos parents, demeurez parmi eux, instruisez-les et ordonnez-leur que lorsque viendra l'heure de la prière, que l'un parmi vous fasse l'appel à la prière et que le plus âgé parmi vous la préside"". Dévotion dans la prière lorsqu'un malheur frappe les musulmans",5,368,674.01
1536,,5,369,674.02
1537,,5,370,674.03
1538,,5,371,674.04
1539,,5,372,674.05
1540,"Abou Hourayra (que Dieu l'agrée) a dit : Lors de la prière de fajr (de l'aurore), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) avait l'habitude de dire, après la récitation du Coran et la prononciation du takbîr et en relevant sa tête de l'inclination : ""Dieu écoute celui qui Le loue. Seigneur! à Toi la louange"". Puis, étant toujours debout, il disait : ""Seigneur! Délivre Al-Walîd Ibn Al-Walîd, Salama Ibn Hichâm, 'Ayyâch Ibn 'Abî Rabî'a et tous les faibles d'entre les Croyants (ceux-ci étaient emprisonnés chez les polythéistes). Seigneur! Accable de Ta colère la tribu de Mudar (hostile aux musulmans) et fais que ses années soient comme celles de Yûsuf (Joseph) (années de détresse). Seigneur! Maudit Lihyân, Ri'l, Dhakwân et 'Usayya qui s'étaient montrés rebelles à Dieu et à Son Messager"". - Plus tard, ajoute le transmetteur, nous sûmes que le Prophète abandonna cette habitude à la révélation de ce verset : Tu n'as (Muhammad) aucune part dans l'ordre (divin) - qu'Il (Dieu) accepte leur repentir (en embrassant l'Islam) ou qu'Il les châtie, car ils sont bien des injustes",5,373,675.01
1541,,5,374,675.02
1542,,5,375,675.03
1543,,5,376,675.04
1544,,5,377,676
1545,"Anas Ibn Mâlik (que Dieu l'agrée) a dit : ""Pendant trente matins, le Prophète (paix et bénédiction de Dieu sur lui) fit des invocations contre ceux qui avaient tué ses compagnons à Bi'r Ma'ûna : les Ri'l, les Dhakwân, les Lihyân et les 'Usayya qui s'étaient montrés rebelles à Dieu et à Son Envoyé"". On doit s'acquitter de la prière manquée et recommandation de la faire le plus tôt possible",5,378,677.01
1546,,5,379,677.02
1547,,5,380,677.03
1548,,5,381,677.04
1549,,5,382,677.05
1550,,5,383,677.06
1551,,5,384,677.07
1552,,5,385,677.08
1553,,5,386,677.09
1554,,5,387,677.10
1555,,5,388,678.01
1556,,5,389,678.02
1557,,5,390,679.01
1558,,5,391,679.02
1559,,5,392,679.03
1560,,5,393,680.01
1561,,5,394,680.02
1562,"D'après Abou Qatâda (que Dieu l'agrée) : L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) s'adressa à nous en disant : ""Vous aurez à passer l'après-midi et la nuit tout entière en marche. Demain, si Dieu le veut, vous arriverez à une source d'eau"". Les voyageurs allèrent chacun son chemin. Abou Qatâda dit : Pendant que le Prophète (paix et bénédiction de Dieu sur lui) fit sa marche et que je fus à côté de lui, il s'assoupit vers minuit. Comme il risqua de tomber de sa chamelle, je vins lui servir d'appui sans pour autant le réveiller; jusqu'à ce qu'il se redressât. Il poursuivit ensuite sa marche jusqu'à l'écoulement de la plupart de la nuit. Alors, il s'assoupit; et comme il risqua de tomber de sa chamelle, je vins lui servir d'appui sans pour autant le réveiller et jusqu'à ce qu'il se redressât. Il reprit encore la marche et vers le point du jour, il s'assoupit et s'inclina cette fois-ci plus que les deux précédentes jusqu'à être sur le point de tomber, je vins de nouveau lui servir d'appui. Mais, le Prophète se réveilla et dit en levant sa tête : ""Qui est-ce?"". - ""C'est Abou Qatâda!"", répondis-je. - ""Et depuis quand étais-tu en train de me servir d'appui de cette manière?"". - ""Durant toute cette nuit"". - ""Que Dieu te garde comme tu as gardé Son Prophète!"". Puis il ajouta : ""Penses-tu que les gens ne peuvent pas nous voir? Peux-tu voir quelqu'un?"". - ""Voici un voyageur!, dis-je,...... et voilà un autre!"". Nous nous réunîmes enfin et nous fûmes au nombre de sept. Le Prophète (paix et bénédiction de Dieu sur lui) fit alors halte et dit : ""Reposez-vous; mais faites attention à l'heure de notre prière!"". Le Prophète (paix et bénédiction de Dieu sur lui) fut le premier à se réveiller sous l'effet du soleil qui tombait sur son dos. Et nous de se réveiller en sursaut. Le Prophète nous enjoignit de monter en selle. Nous reprîmes notre marche, jusqu'à ce que le soleil fut élevé. A ce moment, le Prophète descendit et demanda le récipient contenant un peu d'eau que j'emportais avec moi, pour faire ses ablutions. Il les fit avec un peu d'eau et il en resta encore un peu. Il me (Abou Qatâda) dit ensuite : ""Garde ton récipient pour que nous en servions : il sera d'une grande utilité"". Ensuite, Bilâl appela à la prière et le Prophète (paix et bénédiction de Dieu sur lui) fit une prière de deux rak'a, suivie de celle de subh (du matin), telle qu'il la faisait chaque jour. Le Prophète (paix et bénédiction de Dieu sur lui) monta à nouveau en selle et nous aussi; mais nous mîmes à chuchoter en se demandant comment expier notre manquement à la prière (celle du fajr qui doit être accomplie avant le lever du soleil). Le Prophète nous dit alors : ""N'est-ce pas que vous me prenez comme modèle à suivre? Lorsque le retard dans l'accomplissement de la prière est dû au sommeil, il ne s'agit pas de manquement. Il est manquement lorsqu'on relègue intentionnellement l'accomplissement d'une prière jusqu'à la venue de la prière suivante. Quiconque aura manqué involontairement à la prière, qu'il la fera aussitôt dès qu'il s'en rend compte; s'il n'en souvient qu'au lendemain, qu'il l'accomplit à sa pareille heure"". Le Prophète (paix et bénédiction de Dieu sur lui) pensant aux autres fidèles laissés à l'endroit de la halte, il demanda : ""Qu'est-ce que ces gens ont fait?"". - ""Lorsqu'ils s'étaient réveillés, ils ne trouvèrent pas leur Prophète. Or, Abou Bakr et 'Omar les rassurèrent en leur apprenant que le Prophète fut tout près et qu'il n'était pas à les laisser derrière lui. Certains gens dirent que le Prophète (paix et bénédiction de Dieu sur lui) fut devant eux et exhortèrent les autres à obéir à Abou Bakr et à 'Omar pour suivre la bonne direction"". Nous trouvâmes ces gens-là alors que la journée s'était avancée et que la chaleur était devenue torride. Ils s'écrièrent alors : ""Ô Envoyé de Dieu! Nous allons périr de soif"". Le Prophète les rassura en disant : ""Vous ne périrez pas! Apportez-moi mon petit bol!"". Le Prophète (paix et bénédiction de Dieu sur lui) fit apporter le récipient (déjà mentionné) et se mit à verser de l'eau, alors que Abou Qatâda l'offrit aux assoiffés. Quand les gens virent l'eau dans le récipient, ils s'y précipitèrent, le Prophète (paix et bénédiction de Dieu sur lui) leur dit : ""Observez la discipline en y puisant et vous serez tous désaltérés!"". Ils lui obéirent et le Prophète (paix et bénédiction de Dieu sur lui) se mit ensuite à verser l'eau, et moi (Abou Qatâda) à leur en offrir, jusqu'à ce qu'il ne restât que l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) et moi. Il me versa et me dit : ""Bois"". - ""Je ne boirai qu'après toi, ô Envoyé de Dieu!"". - ""Boira le dernier celui qui offre la boisson aux gens"". - ""J'ai bu, dit Abou Qatâda, et après moi l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui). Plus tard, quand nous atteignîmes la source d'eau, les voyageurs furent déjà désaltérés"". 'Abdallâh Ibn Rabâh dit : ""Alors que je racontais cette tradition (aux fidèles) dans la grande mosquée, 'Imrân Ibn Husayn m'interrompit en disant : ""Ô jeune homme! Fais attention en racontant car je faisais partie des voyageurs à cette nuit-là"". - ""Tu es donc beaucoup plus renseigné sur la chose"". - ""D'où viens-tu?"". - ""Je fais partie des 'Ansâr"". - ""Raconte donc; vous êtes les meilleurs à savoir les hadiths"", me répliqua-t-il. Et je poursuivis la relation de ma tradition aux gens. Et 'Imrân de commenter : ""J'ai assisté à cette nuit et je ne pense guère que quelqu'un en retenait un souvenir aussi impeccable",5,395,681
1563,"Imrân Ibn Husayn (رضي الله عنهما) a dit : J'étais en voyage avec le Prophète (paix et bénédiction de Dieu sur lui). Nous nous mîmes en marche dès le début de la nuit et jusqu'au point du jour. A ce moment, nous fîmes halte pour se reposer. Mais, nous fûmes gagnés par le sommeil jusqu'au lever du soleil. Abou Bakr fut le premier d'entre nous à se réveiller. Nous avions l'habitude de ne jamais réveiller l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui), et de le laisser jusqu'à ce qu'il se réveillât de lui-même. Quand 'Omar se réveilla, il s'approcha du Prophète (paix et bénédiction de Dieu sur lui) et se mit à faire le takbîr à haute voix de sorte qu'il réveilla le Prophète (paix et bénédiction de Dieu sur lui). Aussitôt qu'il fut éveillé et qu'il eut vu que le soleil était déjà levé, le Prophète dit : ""Mettez-vous en route!"". Nous le suivîmes alors et lorsque le soleil luit dans le ciel, le Prophète descendit et nous présida dans la prière de subh (du matin). Un des hommes ne prit pas part à la prière et resta à l'écart des autres. A l'issue de la prière, le Prophète (paix et bénédiction de Dieu sur lui) s'adressa à lui en ces termes : ""Ô untel, qu'est-ce qui t'a empêché de faire la prière avec nous?"". - ""Ô Envoyé de Dieu! C'est que, répondit-il, je suis atteint d'impureté à la suite du coït"". Le Prophète (paix et bénédiction de Dieu sur lui) lui ordonna de faire les ablutions à sec (tayammum) à l'aide de la terre et de faire ensuite la prière. Le transmetteur poursuivit : ""Puis, l'Envoyé de Dieu me demanda d'aller en toute hâte avec quelques-uns ayant des chameaux et des chevaux, chercher de l'eau, comme tout le monde haleta de soif. Chemin faisant, nous rencontrâmes une femme sur une monture, qui laissa ses jambes traîner entre deux outres d'eau. - ""Où se trouve l'eau?"", lui demandâmes-nous. - ""Hélas! Hélas! Il n'y a pas d'eau ici"", répondit-elle. - ""A quelle distance l'eau se trouve-t-elle de chez toi? "", reprîmes-nous. - ""A une journée et une nuit de marche"", reprit-elle. - ""Va trouver l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui)"", répliquâmes-nous. - ""Qu'est-ce que c'est que l'Envoyé de Dieu?"", demanda-t-elle. Or, nous ne lui laissâmes pas le temps de décider et l'amenâmes avec nous. Une fois introduite chez le Prophète (paix et bénédiction de Dieu sur lui), il lui posa la même question et elle lui fit la même réponse et ajouta qu'elle était veuve et qu'elle élevait des orphelins. Le Prophète (paix et bénédiction de Dieu sur lui) ordonna de faire agenouiller son chameau qui portait l'eau, il mit sa bouche sur chacun des orifices des deux outres dans lesquelles il cracha; et nous laissa ensuite la monture. Bien que nous fussions plus de quarante hommes très assoiffés, nous fûmes désaltérés; nous remplissâmes toutes les outres et tous les gobelets que nous avions et l'homme - qui était impur - fit ses ablutions majeures (ghusl). Cependant, nous n'abreuvâmes pas nos chameaux, bien que les deux grandes outres fussent pleines au point d'être sur le point d'éclater. Ensuite le Prophète nous dit : ""Donnez-moi ce que vous avez comme provisions!"". Nous lui apportâmes des morceaux du pain et des dattes qu'il mit dans un ballot. Il le donna à la femme en disant : ""Va donner cette nourriture à tes orphelins, et sache que nous n'avions pas diminué ton eau"". Quand elle fut chez les siens, elle leur dit : ""Je viens de rencontrer le plus grand des magiciens, à moins qu'il ne soit un Prophète comme il le prétend. Il m'est arrivé telle et telle chose avec lui"". Grâce à cette femme, Dieu dirigea vers la bonne voie les habitants de cette localité; et ils embrassèrent tous l'Islam",5,396,682.01
1564,,5,397,682.02
1565,,5,398,683
1566,,5,399,684.01
1567,,5,400,684.02
1568,,5,401,684.03
1569,,5,402,684.04
1570,,6,1,685.01
1571,"D'après 'Aïcha, l'épouse du Prophète (raa), les prières furent d'abord fixées à deux rak'a chacune; en cas de séjour aussi bien que pendant le voyage. La prière faite en voyage fut maintenue telle quelle; alors que celle faite dans le premier cas, fut augmentée",6,2,685.02
1572,,6,3,685.03
1573,,6,4,686.01
1574,,6,5,686.02
1575,,6,6,687.01
1576,,6,7,687.02
1577,,6,8,688.01
1578,,6,9,688.02
1579,"Récit d' Ibn 'Omar (رضي الله عنهما) : Hafs Ibn 'Asim transmet qu' Ibn 'Omar (رضي الله عنهما) lui a dit : Ô mon neveu! J'ai accompagné le Prophète (paix et bénédiction de Dieu sur lui) pendant le voyage; il ne priait jamais plus de deux rak'a, telle fut sa tradition jusqu'au terme de sa vie. J'ai accompagné en voyage, de même, Abou Bakr, 'Omar et 'Uthmân; chacun d'eux ne priait jamais plus de deux rak'a et ce fut jusqu'à leur mort. Or, Dieu (le Très-Haut) a dit : En effet, Vous avez dans le Messager de Dieu un excellent modèle (à suivre)",6,10,689.01
1580,,6,11,689.02
1581,"Anas (que Dieu l'agrée) a dit : ""Résidant à Médine, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) fit la prière de zhuhr (de midi) en quatre rak'a; mais (campant pendant le voyage) à dhûl-Hulayfa, il fit celle de 'asr (de l'après-midi) en deux rak'a",6,12,690.01
1582,,6,13,690.02
1583,,6,14,691
1584,,6,15,692.01
1585,,6,16,692.02
1586,"Anas Ibn Mâlik (que Dieu l'agrée) a dit : Nous partîmes en compagnie du Prophète (paix et bénédiction de Dieu sur lui) pour aller de Médine à La Mecque. Il (paix et bénédiction de Dieu sur lui) fit toutes les prières en deux rak'a chacune (même celles de quatre rak'a) jusqu'à ce que nous fîmes de retour. - ""Combien de temps êtes-vous restés à La Mecque?"", lui demanda-t-on. - ""Une dizaine de jours"", répondit-il. Abréviation de la prière à Mina",6,17,693.01
1587,,6,18,693.02
1588,,6,19,693.03
1589,,6,20,693.04
1590,,6,21,694.01
1591,,6,22,694.02
1592,,6,23,694.03
1593,,6,24,694.04
1594,,6,25,694.05
1595,,6,26,694.06
1596,,6,27,695.01
1597,,6,28,695.02
1598,,6,29,696.01
1599,,6,30,696.02
1600,"Ibn 'Omar (رضي الله عنهما) dit : L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) avait l'habitude, dans les nuits froides et pluvieuses, d'ordonner au muezzin de dire en faisant l'appel à la prière : ""Faites la prière chez vous",6,31,697.01
1601,,6,32,697.02
1602,,6,33,697.03
1603,,6,34,698
1604,"D'après 'Abdallâh Ibn 'Abbâs (رضي الله عنهما), Un jour pluvieux, Ibn 'Abbâs (en sa qualité d'imam) dit au muezzin : En appelant à la prière, et après avoir dit : ""J'atteste qu'il n'y a point de divinité à part Dieu. J'atteste que Muhammad est l'Envoyé de Dieu"", dit : ""Faites la prière dans vos demeures!"" au lieu de : ""Venez à la prière!"". A la réprobation des fidèles, Ibn 'Abbâs se justifia en disant : ""Vous en êtes étonnés, or, un autre, meilleur que moi, a déjà agit ainsi. Quoique la prière communautaire du vendredi est obligatoire, j'ai trouvé mal de vous faire sortir de chez vous pour marcher dans la boue et la fange"". Tolérance de faire la prière sur une monture quand on voyage, quelle que soit sa direction",6,35,699.01
1605,,6,36,699.02
1606,,6,37,699.03
1607,,6,38,699.04
1608,,6,39,699.05
1609,,6,40,699.06
1610,,6,41,700.01
1611,,6,42,700.02
1612,,6,43,700.03
1613,,6,44,700.04
1614,,6,45,700.05
1615,,6,46,700.06
1616,,6,47,700.07
1617,,6,48,700.08
1618,,6,49,700.09
1619,,6,50,701
1620,"Tradition relevée par Anas Ibn Mâlik (que Dieu l'agrée) : Anas Ibn Sîrîn a dit : ""Nous allâmes accueillir Anas (ibn Mâlik) lorsqu'il fut de retour de la Syrie. Nous le rencontrâmes à 'Ayn At-Tamr. Je le vis prier, monté sur un âne et le visage tourné de ce côté-ci, c'est-à-dire à gauche de la Qibla"". - ""Je vois, lui dis-je, que tu accomplis la prière sans faire face à la Qibla"". - ""Si, répondit-il, je n'avais pas vu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) le faire, je ne l'aurai jamais fait"". Tolérance de réunir deux prières en voyage",6,51,702
1621,,6,52,703.01
1622,"Ibn 'Omar (رضي الله عنهما), a dit : Lorsque le Prophète (paix et bénédiction de Dieu sur lui) était pressé pendant le voyage, il pratiquait ensemble les deux prières de maghrib (du coucher du soleil) et de 'ichâ' (du soir)",6,53,703.02
1623,,6,54,703.03
1624,,6,55,703.04
1625,"Anas Ibn Mâlik (que Dieu l'agrée) a dit : Lorsqu'il se mettait en marche avant le déclin du soleil, le Prophète (paix et bénédiction de Dieu sur lui) retardait l'accomplissement de la prière de zhuhr (de midi) jusqu'à l'heure de la pratique de celle de 'asr (de l'après-midi). A ce moment là, il faisait halte pour accomplir les deux prières ensemble. Quand le soleil déclinait avant son départ, il priait le zhuhr; puis montait sur sa monture. Réunir deux prières quand on est en ville",6,56,704.01
1626,,6,57,704.02
1627,,6,58,704.03
1628,,6,59,705.01
1629,,6,60,705.02
1630,,6,61,705.03
1631,,6,62,706.01
1632,,6,63,706.02
1633,,6,64,705.04
1634,,6,65,705.05
1635,,6,66,705.06
1636,,6,67,705.07
1637,,6,68,705.08
1638,,6,69,707.01
1639,,6,70,707.02
1640,,6,71,708.01
1641,,6,72,708.02
1642,,6,73,709.01
1643,,6,74,709.02
1644,,6,75,710.01
1645,,6,76,710.02
1646,,6,77,710.03
1647,,6,78,710.04
1648,,0,0,
1649,,6,79,711.01
1650,,6,80,711.02
1651,,6,81,712
1652,,6,82,713.01
1653,,6,83,713.02
1654,,6,84,714.01
